PM2.5,PM10,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5*,PM10*,SO2*,NO2*,CO*,O3*,CO,O3,SO2,NO2
13,13,23.6,996.3,14.6,0,1.2,19,19,4,66,500,32,400,42,2,49
8,13,22.7,997.2,15.3,0,1.2,13,13,2,49,400,42,300,58,2,30
16,16,22.9,997.7,15.2,0,1.3,8,13,2,30,300,58,400,50,2,38
10,14,23.9,997.7,13.4,0,2.8,16,16,2,38,400,50,300,54,2,34
11,11,23.7,998,13.3,0,1.6,10,14,2,34,300,54,300,60,2,26
10,10,22.9,997.4,14.5,0,0.8,11,11,2,26,300,60,300,58,2,27
10,10,20.8,997.1,14.4,0,2,10,10,2,27,300,58,300,50,2,33
10,13,19.2,997,15.7,0,0.7,10,10,2,33,300,50,300,38,3,40
17,18,17.8,996.7,16,0,0.4,10,13,3,40,300,38,400,16,4,60
16,20,18.1,997.2,15.2,0,0.9,17,18,4,60,400,16,400,13,4,63
11,25,17.9,997.3,16.4,0,0.7,16,20,4,63,400,13,400,15,5,59
16,36,22.5,997.5,17.4,0,1.4,11,25,5,59,400,15,600,17,5,58
15,25,25.6,997.7,16.4,0,0.8,16,36,5,58,600,17,500,31,7,48
13,26,26.3,997.6,16.5,0,1.6,15,25,7,48,500,31,400,49,9,37
13,31,27.6,997.7,14.6,0,1.5,13,26,9,37,400,49,400,56,7,40
18,36,29.4,997.9,15.1,0,1,13,31,7,40,400,56,500,67,5,54
18,39,30.9,997.2,16.1,0,1.7,18,36,5,54,500,67,500,109,3,56
22,57,32.3,996.5,14.4,0,1.9,18,39,3,56,500,109,400,185,2,33
19,37,33,995.9,15,0,2.3,22,57,2,33,400,185,300,189,2,22
NA,28,33.3,995.4,15.8,0,2.3,19,37,2,22,300,189,300,160,2,19
NA,NA,33.5,995.1,16.4,0,2.6,NA,28,2,19,300,160,300,157,2,16
12,16,32.4,995.2,17.8,0,2.3,NA,NA,2,16,300,157,300,151,2,19
15,17,32.1,995.6,17.9,0,3,12,16,2,19,300,151,400,137,2,20
27,43,30,996,20.8,0,2.7,15,17,2,20,400,137,500,155,2,21
39,71,28.7,996.7,21,0,1.7,27,43,2,21,500,155,700,131,2,28
37,81,28.1,998.1,20.6,0,1.9,39,71,2,28,700,131,800,111,3,35
51,89,26.5,998.7,21.3,0,0.9,37,81,3,35,800,111,700,109,4,39
50,81,26.7,997.8,21.2,0,1.5,51,89,4,39,700,109,700,110,7,33
64,96,26.4,997.6,21.2,0,1.3,50,81,7,33,700,110,800,87,6,42
71,108,25.8,997.4,21.5,0,1,64,96,6,42,800,87,900,69,5,45
83,106,25.2,997.6,21.7,0,0.8,71,108,5,45,900,69,1000,44,7,48
85,106,24,997.4,21.9,0,1.3,83,106,7,48,1000,44,900,33,4,47
85,111,24.6,997.6,21.7,0,1.2,85,106,4,47,900,33,800,26,3,58
92,108,23.8,997.6,21.7,0,0.8,85,111,3,58,800,26,1100,25,3,50
88,107,23.4,997.9,22,0,0.6,92,108,3,50,1100,25,1300,23,2,49
91,116,24.3,998.6,22,0,1.3,88,107,2,49,1300,23,1300,18,3,61
88,126,25.5,998.9,22.2,0,1.4,91,116,3,61,1300,18,1100,19,3,80
101,142,26.7,998.7,22.3,0,1.8,88,126,3,80,1100,19,1200,36,2,75
115,161,28.2,999,23.3,0,1.2,101,142,2,75,1200,36,1300,56,2,79
135,168,28.5,998.8,23,0,1.9,115,161,2,79,1300,56,1400,64,2,93
145,177,29.5,998.5,22.7,0,2.2,135,168,2,93,1400,64,1500,109,2,73
NA,NA,30.7,998.4,22.8,0,2.7,145,177,2,73,1500,109,NA,NA,NA,NA
NA,NA,31.6,998,20.9,0,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,31.8,997.5,20.1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,56,31.9,996.9,20.2,0,2.8,NA,NA,NA,NA,NA,NA,1000,169,9,18
69,90,31.7,996.9,20.6,0,2.3,56,56,9,18,1000,169,1200,179,5,22
55,72,31.3,996.8,20,0,1.4,69,90,5,22,1200,179,1200,170,5,20
70,104,30.3,997.7,21.7,0,2.3,55,72,5,20,1200,170,1000,171,3,22
90,118,29.7,998.7,22.4,0,1.6,70,104,3,22,1000,171,1100,155,2,27
76,96,29.3,999.5,22.5,0,1.2,90,118,2,27,1100,155,1000,140,2,22
48,92,25,1000.9,17.2,0.1,2.1,76,96,2,22,1000,140,800,119,3,23
27,50,21.3,1002,19.4,3.3,2.3,48,92,3,23,800,119,600,109,2,23
21,21,20.8,1001.5,18.9,0,1.8,27,50,2,23,600,109,600,110,2,19
23,23,20.7,1001.5,17.9,0,2.9,21,21,2,19,600,110,600,106,2,20
14,14,21,1001,17.6,0,1.3,23,23,2,20,600,106,500,109,2,15
13,14,20.8,1001.1,18.6,0,0.9,14,14,2,15,500,109,500,101,2,18
13,20,20.9,1000.9,19.2,0,1.2,13,14,2,18,500,101,500,79,2,29
24,28,21.2,1001.4,19.1,0,1.4,13,20,2,29,500,79,500,72,2,29
26,41,21.4,1001.8,18.2,0,1.2,24,28,2,29,500,72,600,58,2,34
28,37,22.2,1002.3,17.8,0,1.6,26,41,2,34,600,58,600,46,2,46
18,33,23,1002.8,18.1,0,1.1,28,37,2,46,600,46,600,60,2,41
15,42,23.9,1003.2,18.3,0,1.6,18,33,2,41,600,60,600,55,2,43
17,40,25.2,1003.5,18.4,0,1.4,15,42,2,43,600,55,500,72,2,33
15,39,26.7,1003.4,18.6,0,2.1,17,40,2,33,500,72,600,85,2,31
35,60,28.3,1003.1,19.2,0,1.3,15,39,2,31,600,85,800,105,2,33
52,78,29.1,1003,20,0,1.6,35,60,2,33,800,105,900,131,2,34
80,111,30.1,1002.5,21.2,0,1.6,52,78,2,34,900,131,1000,163,2,32
110,147,30.1,1002.5,20.9,0,2.1,80,111,2,32,1000,163,1000,198,2,29
116,151,30.1,1002.2,21.2,0,2.2,110,147,2,29,1000,198,1100,223,2,28
133,158,29.8,1002,22,0,1.9,116,151,2,28,1100,223,1200,187,2,24
142,161,29.6,1002.1,21.8,0,1.3,133,158,2,24,1200,187,1300,162,2,23
132,152,29.1,1002.9,21.3,0,1.2,142,161,2,23,1300,162,1300,155,2,24
113,142,28.1,1003.7,21.6,0,1.1,132,152,2,24,1300,155,1200,132,2,29
95,116,27.3,1004.7,22,0,1.2,113,142,2,29,1200,132,1100,126,2,27
99,132,27,1005.1,21.7,0,1.7,95,116,2,27,1100,126,1200,104,2,42
94,129,26.4,1005.6,21.8,0,1.6,99,132,2,42,1200,104,1200,75,2,49
80,93,25.5,1006,21.8,0,1.6,94,129,2,49,1200,75,1100,82,5,34
88,107,25,1006.2,21.9,0,1.2,80,93,5,34,1100,82,1400,73,6,34
105,109,24.4,1006.2,21.9,0,1,88,107,6,34,1400,73,2000,55,8,31
110,112,23.8,1006.7,22.4,0,1.2,105,109,8,31,2000,55,1400,39,6,46
128,128,23.6,1006.6,22.2,0,1.3,110,112,6,46,1400,39,1200,34,4,53
141,141,23.3,1007,22.5,0,1.2,128,128,4,53,1200,34,1900,41,3,40
127,127,23.7,1007.6,22.5,0,1,141,141,3,40,1900,41,1300,12,2,56
115,115,24.1,1008.1,22.7,0,1.1,127,127,2,56,1300,12,1200,21,2,45
111,111,24.6,1008.4,22.7,0,1.2,115,115,2,45,1200,21,1100,26,2,45
129,129,25.8,1008.5,23.3,0,0.8,111,111,2,45,1100,26,1200,40,2,40
128,128,26.8,1008.7,23.5,0,1.8,129,129,2,40,1200,40,1300,51,2,42
128,128,27.7,1008.8,22.9,0,1.9,128,128,2,42,1300,51,1200,84,2,33
121,128,29,1008.5,23.2,0,1.7,128,128,2,33,1200,84,1100,127,2,27
122,141,29.8,1007.6,23.5,0,1.9,121,128,2,27,1100,127,1100,135,2,31
123,131,30,1007,23.2,0,1.6,122,141,2,31,1100,135,1200,146,2,30
121,121,30.4,1006.5,22,0,1.9,123,131,2,30,1200,146,1100,155,2,26
109,114,30.2,1006.7,22.6,0,2,121,121,2,26,1100,155,1000,171,2,19
109,130,29.9,1006.6,21.8,0,1.6,109,114,2,19,1000,171,1100,159,2,26
109,111,24.6,1006.6,21.9,4.3,3.6,109,130,2,26,1100,159,1500,146,2,28
81,81,22.5,1008.2,19.5,6.9,3.9,109,111,2,28,1500,146,1000,134,2,29
28,35,19.7,1010.5,18.7,36.6,1.4,81,81,2,29,1000,134,600,121,2,17
20,20,20.2,1010.3,19.4,0.3,1.8,28,35,2,17,600,121,800,93,2,32
33,33,20.4,1010.8,19.1,0.4,1,20,20,2,32,800,93,1000,65,2,48
38,38,19.8,1010.7,18.8,0.1,0.9,33,33,2,48,1000,65,900,59,2,47
33,33,19.4,1010.2,18.7,0,0.2,38,38,2,47,900,59,800,65,2,46
41,41,19.5,1010.1,18.8,0,0.8,33,33,2,46,800,65,800,55,2,47
41,41,19.5,1009.8,19,0,0.9,41,41,2,47,800,55,800,44,2,55
48,48,19.4,1009.6,18.9,0,1,41,41,2,55,800,44,900,28,2,65
43,43,19.6,1009.6,18.6,0,1.1,48,48,2,65,900,28,800,46,2,43
32,32,19.3,1009.3,18.6,0,1.5,43,43,2,43,800,46,600,49,2,32
36,36,19.5,1009.8,18.8,0,0.6,32,32,2,32,600,49,700,23,2,53
41,41,20.6,1009.9,18.9,0,1.1,36,36,2,53,700,23,700,19,2,59
37,37,22.6,1009.9,19.2,0,1.1,41,41,2,59,700,19,600,31,2,50
25,25,23.8,1010.1,18.9,0,1.5,37,37,2,50,600,31,500,67,2,29
25,31,25.1,1010.1,18.5,0,1.5,25,25,2,29,500,67,500,69,2,28
21,23,26.1,1010.1,18.8,0,1.5,25,31,2,28,500,69,500,91,2,23
31,44,27.6,1009.6,17.7,0,1.4,21,23,2,23,500,91,600,100,2,29
30,35,29.3,1009,19,0,0.6,31,44,2,29,600,100,600,130,2,22
47,57,29.9,1008.2,19.6,0,0.8,30,35,2,22,600,130,700,164,2,32
54,67,31.1,1007,18.1,0,1.7,47,57,2,32,700,164,700,192,2,31
60,76,31.5,1006.6,20.1,0,1.6,54,67,2,31,700,192,700,204,2,20
55,71,31.3,1006.5,19.6,0,1.6,60,76,2,20,700,204,700,198,2,18
52,69,31,1006.3,19.7,0,1.3,55,71,2,18,700,198,600,196,2,20
65,94,28.4,1006.8,20.7,0,0.7,52,69,2,20,600,196,700,173,2,27
71,123,27,1007.1,21.5,0,0.9,65,94,2,27,700,173,900,133,2,34
85,128,25.5,1007.6,22.4,0,0.2,71,123,2,34,900,133,1000,115,2,35
92,125,24.4,1007.5,22.3,0,0.2,85,128,2,35,1000,115,900,99,2,34
94,131,23.8,1007.7,22.2,0,0.7,92,125,2,34,900,99,1100,85,2,37
97,123,23.8,1007.6,22.6,0,0.2,94,131,2,37,1100,85,1000,75,2,39
100,119,23.6,1007.5,22.6,0,0,97,123,2,39,1000,75,900,78,2,36
104,128,23.7,1007.5,21.8,0,1.2,100,119,2,36,900,78,900,53,2,37
108,124,23.1,1007,21.7,0,1,104,128,2,37,900,53,900,19,2,77
83,97,23.1,1006.5,20.6,0,0.9,108,124,2,77,900,19,800,7,2,103
50,50,22.3,1006.6,20.8,0,1.2,83,97,2,103,800,7,700,36,2,45
45,45,21.9,1006.7,20.7,0,0.8,50,50,2,45,700,36,700,43,2,42
40,55,23.7,1006.8,20.2,0,1.5,45,45,2,42,700,43,700,36,2,50
41,55,25.4,1007.3,20.4,0,0.8,40,55,2,50,700,36,700,55,2,41
42,54,27.1,1007.4,20.4,0,0.9,41,55,2,41,700,55,700,82,2,33
37,49,28.6,1007.6,19,0,1,42,54,2,33,700,82,600,110,2,26
37,52,29.9,1007.4,20.2,0,1.8,37,49,2,26,600,110,700,134,2,24
43,52,31.4,1007.1,19.4,0,1.4,37,52,2,24,700,134,700,163,4,22
42,56,32.4,1006.7,20.3,0,1.9,43,52,4,22,700,163,700,191,5,19
50,88,33,1006,18.8,0,1.2,42,56,5,19,700,191,800,217,4,31
59,95,33.6,1005.2,19.7,0,1.4,50,88,4,31,800,217,800,251,3,28
65,106,33.8,1004.6,17.9,0,1.3,59,95,3,28,800,251,800,267,2,25
55,79,33.7,1004.3,20.1,0,2.2,65,106,2,25,800,267,700,233,2,23
53,82,33.3,1004.2,20.1,0,1.4,55,79,2,23,700,233,700,209,2,23
49,94,31.8,1004.7,22.5,0,1.2,53,82,2,23,700,209,800,195,2,25
62,110,28.1,1005.1,22.6,0,0.5,49,94,2,25,800,195,1000,157,2,39
63,126,26.9,1005.6,22.3,0,0.5,62,110,2,39,1000,157,1000,126,2,43
76,140,26.7,1005.7,23,0,0.8,63,126,2,43,1000,126,1100,95,2,57
82,125,26.5,1005.8,23.4,0,0.6,76,140,2,57,1100,95,1100,93,2,44
76,118,25.8,1005.8,23.5,0,1.1,82,125,2,44,1100,93,1100,84,2,40
88,126,25.1,1005.9,23,0,0.7,76,118,2,40,1100,84,1200,49,2,63
87,145,24.5,1005.8,23.1,0,0.3,88,126,2,63,1200,49,1400,5,2,112
92,153,24.2,1005.7,22.8,0,0.8,87,145,2,112,1400,5,1400,7,2,107
90,110,24.2,1005.8,21.7,0,0.7,92,153,2,107,1400,7,1000,33,2,66
55,56,24.3,1005.8,20.8,0,2.1,90,110,2,66,1000,33,700,51,2,44
42,63,23.9,1006.5,20.6,0,1.2,55,56,2,44,700,51,700,58,2,38
42,57,25.1,1006.7,20.6,0,1.6,42,63,2,38,700,58,700,54,2,58
51,83,26.8,1006.9,19.9,0,2.2,42,57,2,58,700,54,900,65,2,72
49,76,28.6,1007.1,19.5,0,2,51,83,2,72,900,65,800,78,2,57
39,76,29.9,1007,19.9,0,2,49,76,2,57,800,78,800,99,2,NA
28,33,31.2,1006.6,18.2,0,2.1,39,76,2,NA,800,99,600,112,2,26
23,50,32.1,1005.9,19,0,1.8,28,33,2,26,600,112,600,138,2,20
30,38,33,1005.1,20.2,0,1.7,23,50,2,20,600,138,500,174,2,16
31,37,33.5,1004.4,18,0,1.8,30,38,2,16,500,174,500,196,2,15
21,21,34.1,1003.7,16.9,0,1.9,31,37,2,15,500,196,400,153,2,10
17,20,34.9,1003.3,15.8,0,1.3,21,21,2,10,400,153,400,143,2,9
20,40,34.8,1003.2,16.6,0,1,17,20,2,9,400,143,400,152,2,10
16,30,33.7,1003.4,17.4,0,1.4,20,40,2,10,400,152,400,147,2,14
25,51,31.4,1003.6,19.1,0,1.2,16,30,2,14,400,147,500,136,2,29
37,76,28.4,1004,18.2,0,0.9,25,51,2,29,500,136,700,140,2,41
39,89,28.9,1004.6,20.1,0,1.6,37,76,2,41,700,140,800,114,2,45
54,138,28.2,1005.1,22.2,0,2,39,89,2,45,800,114,1000,88,2,73
89,176,27.9,1005.3,21.7,0,2.2,54,138,2,73,1000,88,1200,83,2,59
99,171,26,1005.4,22.9,0,2.1,89,176,2,59,1200,83,1500,90,3,47
161,228,25.7,1005.2,22.8,0,1.6,99,171,3,47,1500,90,1900,91,2,28
147,147,26,1005.5,23.1,0,0.9,161,228,2,28,1900,91,1500,45,6,30
143,148,25.8,1005.5,22.9,0,1.2,147,147,6,30,1500,45,1200,49,2,21
137,137,26,1005.3,22.1,0,1,143,148,2,21,1200,49,1500,58,2,23
133,133,25.3,1005.4,22.2,0,1,137,137,2,23,1500,58,2100,51,5,33
118,118,25.8,1006,21.7,0,1,133,133,5,33,2100,51,2200,33,10,42
106,121,26.1,1006,21.1,0,1,118,118,10,42,2200,33,2400,18,13,56
111,130,27.7,1006.2,21.5,0,1.2,106,121,13,56,2400,18,2500,35,17,55
113,133,28.6,1006,21.6,0,1.7,111,130,17,55,2500,35,2400,74,20,45
115,153,29.1,1005.9,21.8,0,1.6,113,133,20,45,2400,74,2400,80,20,55
122,169,30.8,1005.4,22.7,0,1.3,115,153,20,55,2400,80,2400,107,18,57
122,146,31.7,1004.9,22.1,0,1.7,122,169,18,57,2400,107,2000,174,14,43
115,130,32.9,1004.2,21.1,0,1.3,122,146,14,43,2000,174,1800,236,11,37
101,101,33.6,1003.2,20.7,0,1.3,115,130,11,37,1800,236,1800,273,11,33
77,91,33.5,1002.5,19.9,0,0.7,101,101,11,33,1800,273,1500,287,10,24
71,112,33.9,1002.2,19.2,0,1.9,77,91,10,24,1500,287,1300,266,7,22
59,71,30.9,1002.3,20.5,0.2,3.8,71,112,7,22,1300,266,1000,219,4,16
39,60,31.3,1002.2,20.3,0,1.5,59,71,4,16,1000,219,800,164,3,16
70,160,31.3,1002.4,20.9,0,1.2,39,60,3,16,800,164,1100,181,2,22
100,154,30.9,1002.7,21.1,0,1.6,70,160,2,22,1100,181,1300,178,2,25
96,119,29.3,1003.3,22.5,0,0.7,100,154,2,25,1300,178,1200,147,2,29
92,148,29.4,1003.2,21.6,0,2.4,96,119,2,29,1200,147,1300,107,2,43
96,130,28.8,1003.3,21.3,0,1.9,92,148,2,43,1300,107,1300,112,2,40
89,139,28.1,1003.5,20.9,0,2.6,96,130,2,40,1300,112,1200,120,3,29
97,146,27.5,1003.5,21.3,0,1.9,89,139,3,29,1200,120,1100,108,3,27
105,153,26.9,1003.3,21.4,0,1.1,97,146,3,27,1100,108,1100,101,2,27
118,164,25.2,1003.1,22.1,0,0.9,105,153,2,27,1100,101,1200,79,2,32
112,133,24.5,1003,22.6,0,0.8,118,164,2,32,1200,79,1200,46,2,54
91,165,24.1,1003.1,22.9,0,1.2,112,133,2,54,1200,46,1300,2,2,99
110,158,24.4,1003.1,22.3,0,0.8,91,165,2,99,1300,2,1200,20,2,55
111,146,25.2,1003.7,22.1,0,2,110,158,2,55,1200,20,1300,36,2,46
97,127,26.8,1003.7,22.2,0,1.4,111,146,2,46,1300,36,1300,64,2,41
89,110,28.6,1003.4,22.6,0,1.1,97,127,2,41,1300,64,1200,96,2,40
84,110,30.9,1003.2,22.8,0,0.9,89,110,2,40,1200,96,1200,130,2,40
69,88,31.8,1003,22.2,0,1.5,84,110,2,40,1200,130,1100,172,2,36
65,100,33.2,1002.2,22,0,1.5,69,88,2,36,1100,172,1100,205,2,34
75,109,34.7,1001.5,19.1,0,3.1,65,100,2,34,1100,205,1000,235,2,28
58,61,35.4,1000.8,17.1,0,3.8,75,109,2,28,1000,235,700,198,2,17
43,78,35.5,1000.2,17.2,0,4.1,58,61,2,17,700,198,700,182,3,17
58,135,35.6,999.7,17.3,0,3.8,43,78,3,17,700,182,700,193,5,16
72,122,35,999.6,16.8,0,3.7,58,135,5,16,700,193,700,199,5,19
71,155,33.9,999.4,19.6,0,3.9,72,122,5,19,700,199,800,207,6,21
83,176,32.5,999.8,21.4,0,3.7,71,155,6,21,800,207,900,209,6,28
86,172,31.6,1000.3,21.5,0,1.8,83,176,6,28,900,209,900,176,5,32
105,175,30.8,1000.9,21.6,0,2.6,86,172,5,32,900,176,1000,164,7,32
109,168,30.1,1000.9,21.5,0,2,105,175,7,32,1000,164,1000,153,9,31
109,177,29.3,1000.9,21.5,0,1.2,109,168,9,31,1000,153,1000,135,10,32
116,173,28.4,1001,21.2,0,1.7,109,177,10,32,1000,135,1000,120,9,33
119,177,26.7,1001.1,21.7,0,1.1,116,173,9,33,1000,120,1100,90,8,42
126,175,26.5,1001,21.5,0,1.3,119,177,8,42,1100,90,1000,63,10,39
127,167,25.8,1000.8,21.7,0,0.9,126,175,10,39,1000,63,900,44,9,45
120,158,24.5,1000.9,21.8,0,0.8,127,167,9,45,900,44,800,36,8,52
121,155,23.8,1001,21.9,0,1.1,120,158,8,52,800,36,1100,29,7,52
127,176,24.2,1001.6,21.7,0,1.3,121,155,7,52,1100,29,1200,14,7,67
136,199,25,1001.7,21.9,0,1.1,127,176,7,67,1200,14,1200,16,6,68
142,185,26.4,1001.6,22,0,1.6,136,199,6,68,1200,16,1200,29,8,64
139,183,27.8,1001.3,22.1,0,1.3,142,185,8,64,1200,29,1300,49,9,60
140,193,29,1001,22.5,0,1.2,139,183,9,60,1300,49,1300,80,11,55
148,200,30.2,1000.4,22.4,0,1.3,140,193,11,55,1300,80,1400,122,12,51
160,196,31.2,999.7,23.1,0,1.6,148,200,12,51,1400,122,1400,177,11,49
160,191,32.9,999.1,23,0,1.2,160,196,11,49,1400,177,1400,252,11,48
171,223,33.8,998.3,21.6,0,2.3,160,191,11,48,1400,252,1300,308,11,40
121,128,34.3,997.8,19.9,0,3.3,171,223,11,40,1300,308,1100,274,11,25
97,139,34.5,997.3,20.8,0,2.7,121,128,11,25,1100,274,1100,251,12,22
98,126,34,997.1,18.9,0,4.5,97,139,12,22,1100,251,1200,235,15,20
107,182,32.8,996.8,21,0,3.8,98,126,15,20,1200,235,1300,241,16,24
121,195,32,997.1,21.2,0,2.5,107,182,16,24,1300,241,1400,229,17,26
115,151,31.4,997.3,21.3,0,2.7,121,195,17,26,1400,229,1600,203,20,29
102,143,30.9,997.8,20.8,0,3.3,115,151,20,29,1600,203,1300,169,19,27
95,145,30.4,997.7,20.3,0,3.4,102,143,19,27,1300,169,1100,139,18,27
92,133,30,997.8,20.3,0,3.3,95,145,18,27,1100,139,1000,120,14,26
94,147,29.3,997.6,21,0,4,92,133,14,26,1000,120,1000,109,12,26
101,149,28.5,997.8,21.3,0,3.4,94,147,12,26,1000,109,1000,101,10,27
109,167,27.7,998.1,21.5,0,1.6,101,149,10,27,1000,101,1200,99,10,29
151,231,27.7,998.2,22.2,0,1.4,109,167,10,29,1200,99,1600,65,6,46
149,173,25.8,998.4,22.3,0,0.7,151,231,6,46,1600,65,1300,48,6,47
152,182,25.2,998.6,22.3,0,0.6,149,173,6,47,1300,48,1400,49,5,45
145,160,24.1,998.9,22.4,0,1,152,182,5,45,1400,49,1300,49,5,48
92,92,25.6,999.1,22.5,0,0.7,145,160,5,48,1300,49,1100,45,7,59
30,30,29,999.3,16.5,0,1.6,92,92,7,59,1100,45,700,73,6,44
20,24,29.9,999.3,15.6,0,3.9,30,30,6,44,700,73,500,103,4,24
19,30,30.8,999.4,16,0,2.4,20,24,4,24,500,103,500,107,4,18
17,21,31,999.4,14.6,0,2.9,19,30,4,18,500,107,400,104,3,13
17,29,31.8,999.3,13.1,0,3,17,21,3,13,400,104,500,103,2,13
27,27,31,999.3,12.4,0,4.4,17,29,2,13,500,103,500,100,2,12
24,46,30.9,999.2,12.3,0,4.1,27,27,2,12,500,100,500,102,2,11
26,48,31.1,999.1,12.5,0,2.9,24,46,2,11,500,102,500,110,3,12
29,38,31.3,998.5,12.6,0,2.2,26,48,3,12,500,110,500,115,4,14
24,38,31.3,998,14,0,1.4,29,38,4,14,500,115,500,121,4,19
28,48,31.2,997.8,12.5,0,1.6,24,38,4,19,500,121,600,116,4,33
31,55,28.3,998.3,16.9,0,1.2,28,48,4,33,600,116,700,103,3,38
33,76,25.6,999.2,15.6,0,0.2,31,55,3,38,700,103,800,71,3,60
40,105,25.7,999.8,16.3,0,0.8,33,76,3,60,800,71,800,74,5,65
43,93,26.8,1000,15.5,0,1.2,40,105,5,65,800,74,800,76,6,61
53,148,25,1000.1,17,0,1.1,43,93,6,61,800,76,900,62,5,75
59,129,23.9,1000.3,19.4,0,0.1,53,148,5,75,900,62,800,96,6,51
65,117,24.1,1000.3,19,0,1,59,129,6,51,800,96,900,72,6,52
53,102,23.1,1000.3,17.6,0,1.4,65,117,6,52,900,72,1000,2,5,96
46,85,23.4,1000.4,16.7,0,1,53,102,5,96,1000,2,700,8,3,86
44,91,23.1,1000.4,16.6,0,1.6,46,85,3,86,700,8,600,12,3,89
37,65,23.2,1000.9,16.3,0,1.8,44,91,3,89,600,12,600,29,2,42
30,60,23,1001.6,15.8,0,2.2,37,65,2,42,600,29,600,26,2,45
33,59,24,1002.1,16.3,0,2,30,60,2,45,600,26,600,38,2,42
29,62,25.7,1002.3,15.7,0,2.3,33,59,2,42,600,38,700,42,2,44
29,52,28.2,1002.4,15.5,0,1.4,29,62,2,44,700,42,800,47,9,43
21,50,29.3,1002.5,13.9,0,2.3,29,52,9,43,800,47,600,66,6,33
11,28,30.9,1002.3,12.3,0,3,21,50,6,33,600,66,500,89,2,19
8,21,31.9,1001.5,11.7,0,2.4,11,28,2,19,500,89,400,113,2,13
7,14,32.7,1001,12.3,0,2.6,8,21,2,13,400,113,400,127,2,11
8,8,33.2,1000.3,11.7,0,2,7,14,2,11,400,127,300,131,2,10
7,7,33.8,999.8,12.2,0,1.5,8,8,2,10,300,131,300,125,2,9
7,14,34.1,999.4,13,0,1.8,7,7,2,9,300,125,300,131,2,12
10,15,34,999.2,11.2,0,1.8,7,14,2,12,300,131,300,137,2,16
11,26,33.1,999.3,13.2,0,1.6,10,15,2,16,300,137,400,139,2,24
13,51,31.4,999.7,15,0,0.9,11,26,2,24,400,139,500,132,2,39
20,58,31.3,1000.3,11.7,0,1.5,13,51,2,39,500,132,500,140,3,38
24,96,29.6,1001,14.6,0,1.3,20,58,3,38,500,140,600,134,4,45
35,88,29,1001,14.8,0,2.1,24,96,4,45,600,134,700,120,3,48
28,80,29,1001.2,15.2,0,1.9,35,88,3,48,700,120,700,112,3,45
23,70,27.3,1001.2,16,0,1.1,28,80,3,45,700,112,700,108,4,42
26,74,25.4,1001,17.1,0,1.5,23,70,4,42,700,108,700,84,5,49
33,71,24,1001.2,17.5,0,1.4,26,74,5,49,700,84,800,40,4,74
32,99,23,1001.4,17.2,0,1.3,33,71,4,74,800,40,900,7,3,96
42,137,22.4,1001.5,17.1,0,1.4,32,99,3,96,900,7,1000,2,4,100
40,103,21.7,1001.6,16.6,0,0.9,42,137,4,100,1000,2,800,2,6,91
30,94,21.2,1001.8,17,0,1,40,103,6,91,800,2,700,2,6,81
23,60,23.8,1002,15.3,0,1.4,30,94,6,81,700,2,600,24,4,52
17,43,24.9,1002.3,16.3,0,1.4,23,60,4,52,600,24,600,56,3,39
16,52,26.4,1002.5,16.3,0,2,17,43,3,39,600,56,500,81,4,28
28,65,28.4,1002.5,17,0,1.6,16,52,4,28,500,81,500,111,7,31
23,74,30.2,1002.2,16.2,0,1.5,28,65,7,31,500,111,600,153,5,31
28,75,31.5,1001.7,17.4,0,1.4,23,74,5,31,600,153,700,197,5,33
29,76,33.1,1001.1,17.3,0,1.8,28,75,5,33,700,197,700,231,4,34
35,80,34.4,1000.2,17.2,0,1.5,29,76,4,34,700,231,700,266,6,35
38,97,35.2,999.8,17,0,1.5,35,80,6,35,700,266,600,298,7,29
49,120,35.1,999.4,16.4,0,2.7,38,97,7,29,600,298,700,303,6,29
39,89,34.3,999.4,17.1,0,2.8,49,120,6,29,700,303,600,231,5,21
45,92,33.5,999.5,17.6,0,2.5,39,89,5,21,600,231,700,221,7,21
52,163,32.3,1000,19.2,0,2.8,45,92,7,21,700,221,800,215,9,25
103,183,31.6,1000.6,19.9,0,3.3,52,163,9,25,800,215,1200,219,23,27
77,141,31.2,1001.1,18.9,0,3.1,103,183,23,27,1200,219,1100,173,18,31
72,134,30.5,1001.1,18.9,0,2.8,77,141,18,31,1100,173,1000,148,16,36
69,132,29.8,1001,19.2,0,2.7,72,134,16,36,1000,148,1100,150,16,30
75,142,29.2,1000.7,19.2,0,2.7,69,132,16,30,1100,150,1200,141,18,30
72,122,28.8,1000.6,19.1,0,1.9,75,142,18,30,1200,141,1100,118,16,31
71,125,27.3,1000.5,19.4,0,1.3,72,122,16,31,1100,118,1100,83,15,32
72,131,25,1000.4,19.8,0,0.6,71,125,15,32,1100,83,900,68,14,29
72,120,26.7,1000.6,19.1,0,1.4,72,131,14,29,900,68,700,67,12,38
78,125,26.1,1000.7,19.2,0,1.7,72,120,12,38,700,67,1000,54,14,42
90,145,25.3,1001.3,19.4,0,1.4,78,125,14,42,1000,54,1100,36,18,52
97,161,25.8,1001.7,19.7,0,1.9,90,145,18,52,1100,36,1100,35,17,48
